# This automated data download from the USGS sediment portal have not received director's approval and as such are provisional and are subject to revision. The data are released on the conditions that neither the USGS nor the United States Government may be held liable for any damages resulting from its use.
#
# Field name  Field description  Units
# SITE_NO   USGS site identifier
# SNAME   USGS site name      site
# LATITUDE   Decimal latitude (datum NAD83)
# LONGITUDE   Decimal longitude (datum NAD83)
# NWISDA1   Upstream drainage area   square miles
# STATE   U.S. State
# COUNTY_NAME   U.S. County
# ECO_L3_CODE   Level III Ecoregion Code
# ECO_L3_NAME   Level III Ecoregion name
# ECO_L2_CODE   Level II Ecoregion Code
# ECO_L2_NAME   Level II Ecoregion name
# ECO_L1_NAME   Level I Ecoregion name
# ECO_L1_CODE   Level I Ecoregion Code
# HUC_REGION_NAME   Hydrologic Unit Code Region name
# HUC_SUBREGION_NAME   Hydrologic Unit Code Subregion name
# HUC_BASIN_NAME   Hydrologic Unit Code Basin name
# HUC_SUBBASIN_NAME   Hydrologic Unit Code Subbasin name
# HUC_2   Hydrologic Unit Code Region Code
# HUC_4   Hydrologic Unit Code Subregion Code
# HUC_6   Hydrologic Unit Code Basin Code
# HUC_8   Hydrologic Unit Code Subbasin Code
# PERM   Average soil permeability   inches/hour
# BFI   Average baseflow index   percent
# KFACT   Average K-factor for the uppermost soil horizon   unitless
# RFACT  30 year rainfall and runoff factor  (100's ft-tonf in h-1 ac-1 yr-1) * 10
# PPT30  Mean annual precipitation from 1971-2000   centimeters
"# URBAN  Percentage of urban land (sum of NLCD classes 21, 22, 23, and 24)   percent"
"# FOREST  Percentage of forest land (sum of NLCD classes 41, 42, and 43)   percent"
# AGRIC  Percentage of agricultural land (sum of NLCD classes 81 and 82)   percent
"# MAJ_DAMS  Number of dams with >= 50 feet in height or having storage >= 5,000 acre-feet"
# NID_STOR   Dam storage   acre-feet
# CLAY   Average Percentage of soil clay content   percent
# SAND   Average Percentage of soil sand content   percent
# SILT   Average Percentage of soil silt content   percent
# BENCHMARK_SITE   1 indicates site is a part of the hydrologic benchmark network
# nhd.p1   1st percentile of daily flows
# nhd.p5   5th percentile of daily flows
# nhd.p10   10th percentile of daily flows
# nhd.p20   20th percentile of daily flows
# nhd.p25   25th percentile of daily flows
# nhd.p30   30th percentile of daily flows
# nhd.p40   40th percentile of daily flows
# nhd.p50   50th percentile of daily flows
# nhd.p60   60th percentile of daily flows
# nhd.p70   70th percentile of daily flows
# nhd.p75   75th percentile of daily flows
# nhd.p80   80th percentile of daily flows
# nhd.p90   90th percentile of daily flows
# nhd.p95   95th percentile of daily flows
# nhd.p99   99th percentile of daily flows
# SAMPLE_YEARS   Number of unique years in which daily suspended-sediment concentration or load data were collected (daily_sites data only)      
# SAMPLE_COUNT   Number of discrete suspended-sediment samples collected (discrete_sites data only)
#
#
SITE_NO,SNAME,LATITUDE,LONGITUDE,NWISDA1,STATE,COUNTY_NAME,ECO_L3_CODE,ECO_L3_NAME,ECO_L2_CODE,ECO_L2_NAME,ECO_L1_NAME,ECO_L1_CODE,HUC_REGION_NAME,HUC_SUBREGION_NAME,HUC_BASIN_NAME,HUC_SUBBASIN_NAME,HUC_2,HUC_4,HUC_6,HUC_8,PERM,BFI,KFACT,RFACT,PPT30,URBAN,FOREST,AGRIC,MAJ_DAMS,NID_STOR,CLAY,SAND,SILT,BENCHMARK_SITE,NHDP1,NHDP5,NHDP10,NHDP20,NHDP25,NHDP30,NHDP40,NHDP50,NHDP60,NHDP70,NHDP75,NHDP80,NHDP90,NHDP95,NHDP99,sample_count
03601665,"YOUNGER CREEK NEAR CRAIGFIELD, TN",35.881732117107,-87.1775078630648,1.9,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Duck,06,0604,060400,06040003,1.2379,33.6996,.3738,288.41499,139.769,3.996696945,56.052848885,34.880264244,0,0,37.2272,9.5801,53.1927,0,,,,,,,,,,,,,,,,221
03603000,"DUCK RIVER ABOVE HURRICANE MILLS, TN",35.930063363366,-87.7430785829823,2557,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Duck,06,0604,060400,06040003,1.7487,35.473,.3367,294.82778,143.7013,6.797803488,51.445690694,35.540705909,4,160613,34.8268,14.4128,50.7604,0,336,470,570,755,857,978,1300,1820,2540,3640,4420,5400,9350,15900,36000,26
03604000,"BUFFALO RIVER NEAR FLAT WOODS, TN",35.4959059802247,-87.8328036643477,447,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Buffalo,06,0604,060400,06040004,2.4174,44.3828,.3252,318.79078,149.8338,4.805812903,57.775579081,25.986852139,1,15433,31.9195,16.3484,51.7321,0,121,155,180,220,242,266,321,400,505,662,763,901,1440,2260,6729.2,25
07024200,"CROOKED CREEK NEAR HUNTINGDON, TN",36.0645057155386,-88.4047713314517,26.5,Tennessee,,8.3.5,Southeastern Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,South Fork Obion,08,0801,080102,08010203,1.6359,36.3636,.417,299.66527,138.5928,5.768121756,44.806057719,43.909685831,0,0,21.8811,21.6714,56.4474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
07024305,"BEAVER CREEK AT HWY 22 BYPASS NEAR HUNTINGDON, TN",36.0131177384154,-88.4450512236719,58.6,Tennessee,,8.3.5,Southeastern Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,South Fork Obion,08,0801,080102,08010203,1.6266,36.8446,.4175,303.95767,139.3025,9.24374733,49.390157088,33.610175122,0,140,21.5631,21.3161,57.1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
07026000,"OBION RIVER AT OBION, TN",36.2511790944712,-89.1925685954145,1852,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Obion,08,0801,080102,08010202,1.5595,31.1062,.4313,295.17549,136.052,6.801881216,31.519259936,50.798262287,0,56430,19.5887,18.0322,62.3791,0,280,343,403,510,564,628,767,995,1410,2120,2580,3240,7120,11800,23700,3
07026040,"OBION RIVER AT HWY 51 NEAR OBION, TN",36.240829432664,-89.217644049234,1875,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Obion,08,0801,080102,08010202,1.5548,31.0988,.4318,295.18872,136.0057,6.800537996,31.404972115,50.892034384,0,56496,19.577,17.9193,62.5037,0,283,351,418,540,609,669.7,810,1060,1460,2120,2570,3230,7040,11600,23061,19
07027720,"SOUTH FORK FORKED DEER RIVER NEAR OWL CITY, TN",35.7187668651682,-89.2122763521019,718,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,South Fork Forked Deer,08,0801,080102,08010205,1.6395,36.3726,.4139,324.91078,139.4692,8.332813269,33.439749999,41.078358632,1,37518,21.1802,22.2493,56.5705,0,171.3,224,250,313.2,352,389.8,484.4,589,715,976.2,1185,1614,3560,5091,8970,25
07029500,"HATCHIE RIVER AT BOLIVAR, TN",35.2753293810367,-88.9766303429729,1480,Tennessee,,8.3.5,Southeastern Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Lower Hatchie,08,0801,080102,08010208,1.6451,37.5947,.3445,347.57376,145.1551,6.328238023,42.04025681,22.777094219,0,119040,23.9613,31.2094,44.8293,0,150,209,275,398,473,555,780,1140,1740,2700,3320,4000,6080,8420,16600,21
07030050,"HATCHIE RIVER AT RIALTO, TN",35.6373349581462,-89.60945501664,2308,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Lower Hatchie,08,0801,080102,08010208,1.5878,36.0152,.3796,340.40169,142.4879,6.021182218,33.963835245,32.712220563,0,123610.4,22.4187,26.1027,51.4787,0,305,427,496.2,632,718,825,1100,1570,2370,3540,4310,5180,8010,11200,20900,22
07030241,EAST BEAVER CR CANAL TRIB AT TRITT FARM NR KEELING,35.4323049861492,-89.4878524485996,.04,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Loosahatchie,08,0801,080102,08010209,1.0736,28.4845,.4741,329.36499,136.372,8.469184891,6.998011928,75.626242545,0,0,19.5681,9.3992,71.0327,0,,,,,,,,,,,,,,,,17
07030242,E. BEAVER CR CAN. TRIB AT WILLIAMS FARM NR BELMONT,35.3931392292422,-89.5092420811,.17,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Loosahatchie,08,0801,080102,08010209,1.072,28,.475,331.30701,136.605,4.2997543,2.113022113,87.665847666,0,0,19.6275,9.367,71.0055,0,,,,,,,,,,,,,,,,33
070302448,MID. BEAVER CR CAN. TRIB AT BILDERBACK NR CANAAN,35.4517494062125,-89.6053554185019,.14,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Loosahatchie,08,0801,080102,08010209,1.1064,28.9819,.4684,325.40801,135.677,7.963709677,10.483870968,78.931451613,0,0,18.8895,10.627,70.4836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
07030247,MID. BEAVER CR CAN. TRIB AT LONGMIRE FARM NR MADGE,35.3708040707074,-89.6642546868589,.27,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Loosahatchie,08,0801,080102,08010209,1.1272,28,.4565,328.224,136.151,2.836004932,23.982737361,67.755856967,0,0,18.2225,9.8408,71.9367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
070302481,WEST BEAVER CR CANAL TRIB AT MOFFATT FARM NR MADGE,35.3978869692764,-89.7100029501135,.11,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Loosahatchie,08,0801,080102,08010209,1.2051,27.7296,.4711,327.18501,135.782,5.758091993,19.863713799,57.410562181,0,0,18.5313,8.2213,73.2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
07030249,MID. BEAVER CR CANAL TRIB AT WILSON FARM NR MADGE,35.3495295568215,-89.6748023330498,.66,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Loosahatchie,08,0801,080102,08010209,1.0834,27.9631,.4688,327.3,136.403,.824742268,9.536082474,81.701030928,0,0,19.2057,9.5958,71.1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
07030392,"WOLF RIVER AT LAGRANGE, TN",35.0325897759688,-89.2467359801531,210,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Wolf,08,0801,080102,08010210,2.1112,28.4918,.3968,349.02877,144.9005,3.845183999,38.304195774,29.047129633,0,12735,21.3312,29.391,49.2778,0,67,76,91,117,130,141,167,196,232.4,277,308,349.2,572,922.25,2086.7,128
070306050,"JOHNSONS CREEK AT SR 205 NEAR COLLIERVILLE, TN",35.1094444444444,-89.6577777777778,3.61,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Wolf,08,0801,080102,08010210,1.0847,26.4632,.4682,331.91552,137.9498,4.335361164,22.208237186,52.919376267,0,0,19.1598,9.6207,71.2195,0,,,,,,,,,,,,,,,,102
070306055,"JOHNSONS CR ON FISHERVILLE RD NR COLLIERVILLE, TN",35.1163888888889,-89.6255555555556,1.15,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Wolf,08,0801,080102,08010210,1.072,26.6341,.475,332.16899,138.061,6.173725772,26.537449151,53.218473319,0,0,19.6275,9.367,71.0055,0,,,,,,,,,,,,,,,,3
07031150,"MARYS CREEK NR MONTEREY ROAD NR FISHERVILLE, TN",35.1327777777778,-89.64,2.79,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Wolf,08,0801,080102,08010210,1.072,27.2247,.475,331.84712,137.8604,4.322238302,30.033767487,41.58224795,0,3826,19.6275,9.367,71.0055,0,,,,,,,,,,,,,,,,34
07031650,"WOLF RIVER AT GERMANTOWN, TN",35.1164792496774,-89.801474213712,699,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Wolf,08,0801,080102,08010210,1.5978,27.7324,.4321,340.9295,140.5123,9.236185944,27.825645101,35.978052321,0,24017,19.9155,19.4168,60.6677,0,216,246,282,335,361,388,453,540,651,842,995,1210,2190,3499,8055.6,20
07031692,FLETCHER CREEK AT SYCAMORE VIEW ROAD AT MEMPHIS,35.1693697816678,-89.8661253878022,30.5,Tennessee,,8.3.6,Mississippi Valley Loess Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Hatchie-Obion,Wolf,08,0801,080102,08010210,1.1169,27.0444,.4769,328.59099,136.7679,89.997364712,3.233383366,3.761586672,0,1014,19.4365,8.8019,71.7616,0,0.04,0.13,0.33,0.94,1.4,1.8,2.8,4.1,6.4,10,15,24,99,252.1,1228.2,81
07032000,"MISSISSIPPI RIVER AT MEMPHIS, TENN.",35.1270349457831,-90.0737029559411,,Tennessee,,8.5.2,Mississippi Alluvial Plain,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Lower Mississippi-Memphis,Lower Mississippi-Memphis,08,0801,080101,08010100,2.4315,40.8576,.3027,117.23915,77.2751,5.748585602,20.607837556,38.642381528,716,233857335.59,25.9203,26.3214,47.7583,0,108000,141150,172000,219000,242000,269000,326000,394000,478000,585000,648000,738400,947000,1110000,1440000,103
3534420872602,"UNNAMED TRIB NR BIG SWAN CR NR GORDONSBURG, TN",35.578475,-87.43405,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Duck,06,0604,060400,06040003,2.4772,43.452,.3121,306.13657,146.4433,2.921543642,80.901104651,9.3637921,0,0,31.7944,19.2654,48.9402,0,,,,,,,,,,,,,,,,65
353828088140101,"UNNAMED TRIB NEAR DARDEN BRANCH NEAR DARDEN, TN",35.6413,-88.2338805555556,,Tennessee,,8.3.5,Southeastern Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Tennessee-Beech,06,0604,060400,06040001,.9334,39,.3772,319.08899,139.804,15.144418423,63.231850117,17.330210773,0,0,30.356,28.8025,40.8415,0,,,,,,,,,,,,,,,,41
355232087054500,OUTFALL 25 (O25-1) AT SR840 NR BENDING CHESTNUT TN,35.8755555555556,-87.0958333333333,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Duck,06,0604,060400,06040003,2.0305,33,.3357,288.8,139.9536,1.108269395,93.691389599,.653594771,0,0,34.0741,15.5819,50.3439,0,,,,,,,,,,,,,,,,44
355232087054502,OUTFALL 25-2 (O25-2) AT SR 840 NR BENDING CHESTNUT,35.8755555555556,-87.0958333333333,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Duck,06,0604,060400,06040003,2.0305,33,.3357,288.8,139.9536,1.108269395,93.691389599,.653594771,0,0,34.0741,15.5819,50.3439,0,,,,,,,,,,,,,,,,18
355235087055600,OUTFALL 35 (O35-1) AT SR840 NR BENDING CHESTNUT TN,35.8763888888889,-87.0988888888889,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Duck,06,0604,060400,06040003,2.0305,33,.3357,288.8,139.9536,1.108269395,93.691389599,.653594771,0,0,34.0741,15.5819,50.3439,0,,,,,,,,,,,,,,,,10
355244087054600,OUTFALL 33 (O33-1) AT SR840 NR BENDING CHESTNUT TN,35.8788888888889,-87.0961111111111,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.3982,33,.3661,288.10701,139.571,.464100464,93.338793339,2.811902812,0,0,36.5897,10.7937,52.6167,0,,,,,,,,,,,,,,,,3
355249087055500,OUTFALL 37 (O37-1) AT SR840 NR BENDING CHESTNUT TN,35.8802777777778,-87.0986111111111,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.3982,33,.3661,288.10701,139.571,.464100464,93.338793339,2.811902812,0,0,36.5897,10.7937,52.6167,0,,,,,,,,,,,,,,,,21
355250087055400,UNNAMED TRIB (PUS4-1) TO KELLEY CR NR BENDING CHES,35.8805555555556,-87.0983333333333,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.3982,33,.3661,288.10701,139.571,.464100464,93.338793339,2.811902812,0,0,36.5897,10.7937,52.6167,0,,,,,,,,,,,,,,,,32
355311087063800,OUTFALL 19A (O19A-1) AT SR840 NR BENDING CHESTNUT,35.8863888888889,-87.1105555555555,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.3312,33,.3694,288.001,139.476,.053590568,90.836012862,6.91318328,0,0,36.8563,10.2862,52.8575,0,,,,,,,,,,,,,,,,4
355312087063900,OUTFALL 19A (O19A-2) AT SR840 NR BENDING CHESTNUT,35.8866666666667,-87.1108333333333,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.3312,33,.3694,288.001,139.476,.053590568,90.836012862,6.91318328,0,0,36.8563,10.2862,52.8575,0,,,,,,,,,,,,,,,,15
355314087065300,"OUTFALL 18 (O18-1) NR BENDING CHESTNUT, TN",35.8872222222222,-87.1147222222222,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.3312,33,.3694,288.001,139.476,.053590568,90.836012862,6.91318328,0,0,36.8563,10.2862,52.8575,0,,,,,,,,,,,,,,,,102
355344087075300,"OUTFALL 32A (O32A-2) AT SR840 NR CRAIGFIELD, TN",35.8955555555556,-87.1313888888889,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.214,33.0013,.375,287.103,139.424,3.849259758,44.145356662,49.232839838,0,0,37.3225,9.3987,53.2788,0,,,,,,,,,,,,,,,,49
355344087075400,"OUTFALL 32A (O32A-1) AT SR840 NR CRAIGFIELD, TN",35.8955555555556,-87.1316666666667,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.214,33.0013,.375,287.103,139.424,3.849259758,44.145356662,49.232839838,0,0,37.3225,9.3987,53.2788,0,,,,,,,,,,,,,,,,20
355500087100000,UNNAMED TRIB (PUS1-1) TO BIG TURNBULL CR NR CRAIGF,35.9166666666667,-87.1666666666667,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.214,33.7934,.375,285.72,138.9,4.42513369,57.994652406,29.264705882,0,95,37.3225,9.3987,53.2788,0,,,,,,,,,,,,,,,,6
355507087100900,"OUTFALL 5A (O5A-2) AT SR840 NR CRAIGFIELD, TN",35.9186111111111,-87.1691666666667,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.214,33.7934,.375,285.72,138.9,4.42513369,57.994652406,29.264705882,0,95,37.3225,9.3987,53.2788,0,,,,,,,,,,,,,,,,10
355507087101000,"OUTFALL 5A (O5A-1) AT SR840 NR CRAIGFIELD, TN",35.9186111111111,-87.1694444444445,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Ohio Region,Cumberland,Lower Cumberland,Harpeth,05,0513,051302,05130204,1.214,33.7934,.375,285.72,138.9,4.42513369,57.994652406,29.264705882,0,95,37.3225,9.3987,53.2788,0,,,,,,,,,,,,,,,,12
355521085024001,UNNAMED TRIB TO SPIERS BRANCH AT VOLUNTEER HEIGHTS,35.9225111111111,-85.0444694444444,,Tennessee,,8.4.9,Southwestern Appalachians,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Emory,06,0601,060102,06010208,3.921,32.5237,.302,259.73999,146.416,63.718301253,27.299113963,3.880232203,0,0,23.8945,29.0592,47.0463,0,,,,,,,,,,,,,,,,50
362146089301901,"MISSISSIPPI RIVER AT TIPTONVILLE, TN",36.3627777777778,-89.5052777777778,,Tennessee,,8.5.2,Mississippi Alluvial Plain,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,EASTERN TEMPERATE FORESTS,8,Lower Mississippi Region,Lower Mississippi-Hatchie,Lower Mississippi-Memphis,Lower Mississippi-Memphis,08,0801,080101,08010100,2.4414,40.944,.3014,115.06882,76.6327,5.722213226,20.566776987,38.552973195,712,233444967.39,25.9659,26.4026,47.6316,0,,,,,,,,,,,,,,,,2

